customerID,risk_score,ensemble_probability,gb_probability,rf_probability,lr_probability,risk_level,monthly_revenue,annual_revenue_risk,tenure_months,contract_type,payment_method,actual_churn,priority_rank,churn_drivers,recommended_action
4709-LKHYG,4.7,0.0468,0.0441,0.0306,0.0778,Low,20.0,240.0,29,One year,Electronic check,0,5919,Manual payment method | Electronic check payment | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7975-JMZNT,4.7,0.0471,0.0332,0.0742,0.0411,Low,91.7,1100.4,66,Two year,Bank transfer (automatic),0,5922,High charge ($92/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9531-NSBMR,4.7,0.0466,0.0343,0.0464,0.0777,Low,19.25,231.0,36,One year,Bank transfer (automatic),0,5928,Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0383-CLDDA,4.7,0.0468,0.0382,0.0507,0.0626,Low,85.35,1024.2,69,Two year,Credit card (automatic),0,5929,Paperless billing | High charge ($85/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0436-TWFFZ,4.6,0.0456,0.0371,0.0552,0.0523,Low,85.25,1023.0,67,Two year,Mailed check,0,5942,Manual payment method | Paperless billing | High charge ($85/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9224-VTYID,4.6,0.0463,0.0332,0.0546,0.0665,Low,90.5,1086.0,47,Two year,Mailed check,0,5943,Manual payment method | Paperless billing | High charge ($90/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1335-MXCSE,4.6,0.0456,0.0294,0.0772,0.0388,Low,55.25,663.0,55,Two year,Credit card (automatic),0,5946,Paperless billing | Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2650-GYRYL,4.5,0.0451,0.0333,0.0488,0.069,Low,19.45,233.4,33,One year,Bank transfer (automatic),0,5961,Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1194-BHJYC,4.5,0.0448,0.0335,0.058,0.0534,Low,62.15,745.8,61,Two year,Mailed check,0,5966,Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9945-PSVIP,4.5,0.0448,0.0215,0.0858,0.0418,Low,18.7,224.4,25,Two year,Mailed check,0,5970,Manual payment method | Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6518-KZXCB,4.5,0.045,0.0314,0.0582,0.0589,Low,25.25,303.0,22,Two year,Mailed check,0,5972,Manual payment method | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8314-HTWVE,4.4,0.0442,0.0268,0.0666,0.054,Low,19.85,238.2,7,Two year,Mailed check,0,5981,Manual payment method | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2987-BJXIK,4.4,0.0443,0.0336,0.0614,0.0455,Low,84.7,1016.4,70,Two year,Mailed check,0,5987,Manual payment method | High charge ($85/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0379-DJQHR,4.4,0.0443,0.032,0.0729,0.0322,Low,81.35,976.2,67,Two year,Credit card (automatic),0,5988,High charge ($81/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3161-ONRWK,4.4,0.0437,0.0354,0.0619,0.0372,Low,65.85,790.2,60,One year,Bank transfer (automatic),0,5992,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7872-BAAZR,4.4,0.0436,0.0301,0.0756,0.0295,Low,19.55,234.6,53,One year,Bank transfer (automatic),0,5998,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7009-PCARS,4.4,0.0437,0.0292,0.0785,0.0276,Low,19.1,229.2,55,One year,Bank transfer (automatic),0,6008,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8966-KZXXA,4.3,0.0427,0.0221,0.0833,0.0335,Low,25.1,301.2,36,Two year,Credit card (automatic),0,6013,Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0336-KXKFK,4.3,0.0431,0.0312,0.0588,0.0492,Low,61.2,734.4,72,Two year,Credit card (automatic),0,6024,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7073-QETQY,4.3,0.043,0.0532,0.0382,0.025,Low,20.35,244.2,66,One year,Electronic check,0,6027,Manual payment method | Electronic check payment | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8413-YNHNV,4.3,0.0428,0.0332,0.0649,0.0339,Low,90.65,1087.8,69,Two year,Mailed check,0,6028,Manual payment method | High charge ($91/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4092-OFQZS,4.3,0.0432,0.0378,0.0196,0.0923,Low,20.65,247.8,20,One year,Mailed check,0,6030,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2829-HYVZP,4.3,0.0428,0.0385,0.0222,0.0847,Low,19.8,237.6,29,One year,Mailed check,0,6033,Manual payment method | Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5847-MXBEO,4.3,0.0435,0.0372,0.0238,0.0887,Low,20.3,243.6,22,One year,Mailed check,0,6041,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0909-SELIE,4.2,0.0421,0.0277,0.0653,0.0434,Low,80.8,969.6,61,Two year,Bank transfer (automatic),0,6051,Paperless billing | High charge ($81/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6199-IPCAO,4.2,0.0419,0.0227,0.0799,0.0331,Low,26.1,313.2,29,Two year,Mailed check,0,6052,Manual payment method | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1972-XMUWV,4.2,0.0419,0.0274,0.0648,0.044,Low,59.8,717.6,65,Two year,Credit card (automatic),0,6060,Paperless billing | Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0214-JHPFW,4.2,0.0423,0.0337,0.048,0.0554,Low,57.8,693.6,70,Two year,Bank transfer (automatic),0,6065,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5472-CVMDX,4.2,0.0418,0.0293,0.0778,0.0191,Low,38.9,466.8,68,Two year,Mailed check,0,6068,Manual payment method,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3227-WLKLI,4.2,0.0424,0.031,0.0661,0.0351,Low,91.55,1098.6,65,Two year,Bank transfer (automatic),0,6069,High charge ($92/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1265-BCFEO,4.2,0.0417,0.0283,0.0433,0.0731,Low,80.45,965.4,71,Two year,Bank transfer (automatic),0,6074,Paperless billing | High charge ($80/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0604-THJFP,4.2,0.0417,0.0283,0.0561,0.0538,Low,75.95,911.4,59,Two year,Credit card (automatic),0,6079,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2675-IJRGJ,4.1,0.0407,0.0191,0.0924,0.0173,Low,19.65,235.8,53,Two year,Bank transfer (automatic),0,6089,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9073-ZZIAY,4.1,0.0413,0.0302,0.0656,0.0326,Low,86.1,1033.2,62,Two year,Electronic check,0,6091,Manual payment method | Electronic check payment | High charge ($86/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8404-VIOMB,4.1,0.0405,0.0323,0.0405,0.0609,Low,62.5,750.0,66,Two year,Bank transfer (automatic),0,6093,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3649-JPUGY,4.1,0.0406,0.0303,0.0488,0.0542,Low,88.6,1063.2,72,Two year,Bank transfer (automatic),0,6102,Paperless billing | High charge ($89/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3884-UEBXB,4.1,0.041,0.0318,0.0715,0.0185,Low,36.15,433.8,67,Two year,Bank transfer (automatic),0,6107,Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8626-PTQGE,4.0,0.04,0.0355,0.0442,0.0452,Low,60.05,720.6,69,Two year,Bank transfer (automatic),0,6112,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0016-QLJIS,4.0,0.0396,0.0307,0.0541,0.0399,Low,90.45,1085.4,65,Two year,Mailed check,0,6114,Manual payment method | Paperless billing | High charge ($90/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3778-FOAQW,4.0,0.0403,0.0326,0.0263,0.0804,Low,20.15,241.8,24,One year,Mailed check,0,6115,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5736-YEJAX,4.0,0.0404,0.0244,0.0728,0.0318,Low,79.45,953.4,69,Two year,Credit card (automatic),0,6122,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8069-RHUXK,4.0,0.0395,0.0293,0.0711,0.0178,Low,35.7,428.4,67,Two year,Credit card (automatic),0,6125,Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4701-LKOZD,4.0,0.0404,0.0331,0.0497,0.0446,Low,89.75,1077.0,70,Two year,Credit card (automatic),0,6126,High charge ($90/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8194-PEEBY,4.0,0.0396,0.0343,0.0292,0.0684,Low,19.9,238.8,24,One year,Mailed check,0,6133,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6953-PBDIN,4.0,0.0403,0.0291,0.0579,0.0417,Low,72.95,875.4,70,Two year,Bank transfer (automatic),0,6140,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3460-TJBWI,3.9,0.039,0.0289,0.0512,0.046,Low,24.2,290.4,24,Two year,Mailed check,0,6142,Manual payment method | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4102-HLENU,3.9,0.0391,0.0249,0.0746,0.0212,Low,65.65,787.8,67,Two year,Mailed check,0,6152,Manual payment method,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8908-SLFCJ,3.9,0.0392,0.027,0.0373,0.0723,Low,20.85,250.2,21,Two year,Credit card (automatic),0,6156,Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6698-OXETB,3.9,0.0395,0.0285,0.0478,0.0542,Low,20.4,244.8,11,Two year,Mailed check,0,6167,Manual payment method | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5915-ANOEI,3.9,0.0388,0.028,0.0676,0.0228,Low,79.15,949.8,70,Two year,Mailed check,0,6168,Manual payment method,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6823-SIDFQ,3.9,0.039,0.0302,0.0154,0.0965,Low,18.25,219.0,28,One year,Credit card (automatic),0,6169,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5057-RKGLH,3.9,0.0391,0.0274,0.0525,0.0482,Low,20.35,244.2,9,Two year,Mailed check,0,6171,Manual payment method | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8430-TWCBX,3.9,0.0389,0.034,0.0434,0.0443,Low,20.7,248.4,49,One year,Credit card (automatic),0,6172,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0019-GFNTW,3.9,0.0389,0.0316,0.0565,0.0309,Low,45.05,540.6,56,Two year,Bank transfer (automatic),0,6173,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9489-JMTTN,3.9,0.0393,0.0259,0.0654,0.034,Low,89.75,1077.0,72,Two year,Credit card (automatic),0,6174,High charge ($90/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0969-RGKCU,3.9,0.0387,0.0318,0.0349,0.0617,Low,19.8,237.6,37,One year,Credit card (automatic),0,6175,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5458-CQJTA,3.9,0.0392,0.0302,0.0578,0.034,Low,74.8,897.6,65,Two year,Bank transfer (automatic),1,6182,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3796-ENZGF,3.9,0.0394,0.0308,0.0532,0.0402,Low,67.25,807.0,63,Two year,Mailed check,0,6184,Manual payment method,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8181-YHCMF,3.9,0.0386,0.0303,0.047,0.0467,Low,60.3,723.6,68,Two year,Credit card (automatic),0,6185,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6248-TKCQV,3.8,0.0379,0.0302,0.0495,0.04,Low,80.6,967.2,70,Two year,Bank transfer (automatic),0,6189,Paperless billing | High charge ($81/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0556-FJEGU,3.8,0.0382,0.0276,0.0551,0.0392,Low,70.1,841.2,58,Two year,Bank transfer (automatic),0,6195,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0114-IGABW,3.8,0.0382,0.0288,0.0443,0.0526,Low,58.25,699.0,71,Two year,Bank transfer (automatic),0,6199,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5627-TVBPP,3.8,0.0385,0.0333,0.0279,0.0673,Low,20.1,241.2,35,One year,Credit card (automatic),0,6203,Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5016-LIPDW,3.8,0.0381,0.0311,0.0615,0.0203,Low,19.4,232.8,57,One year,Mailed check,0,6204,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1775-KWJKQ,3.8,0.0382,0.0248,0.0639,0.0331,Low,89.85,1078.2,72,Two year,Credit card (automatic),0,6206,High charge ($90/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7473-ZBDSN,3.8,0.0382,0.0224,0.0539,0.0541,Low,18.8,225.6,14,Two year,Mailed check,0,6208,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5214-CHIWJ,3.8,0.0377,0.034,0.0209,0.0721,Low,20.3,243.6,27,One year,Mailed check,0,6211,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1757-TCATG,3.7,0.037,0.0319,0.037,0.0495,Low,20.05,240.6,35,One year,Bank transfer (automatic),0,6231,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7157-SMCFK,3.7,0.0368,0.0192,0.0853,0.008,Low,19.75,237.0,61,Two year,Mailed check,0,6235,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5924-SNGKP,3.7,0.0371,0.0352,0.0196,0.068,Low,20.25,243.0,41,One year,Credit card (automatic),0,6236,Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1293-HHSHJ,3.7,0.0373,0.034,0.0347,0.0491,Low,21.1,253.2,35,One year,Mailed check,0,6244,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5495-GPSRW,3.7,0.0373,0.027,0.0375,0.0627,Low,19.7,236.4,20,Two year,Mailed check,0,6247,Manual payment method | Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2925-VDZHY,3.7,0.0365,0.0237,0.059,0.0349,Low,88.7,1064.4,72,Two year,Credit card (automatic),0,6251,High charge ($89/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9359-JANWS,3.7,0.0374,0.0242,0.0714,0.0195,Low,58.9,706.8,65,Two year,Credit card (automatic),0,6255,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4674-HGNUA,3.7,0.0368,0.0248,0.0587,0.0338,Low,89.9,1078.8,71,Two year,Credit card (automatic),0,6256,High charge ($90/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4538-WNTMJ,3.7,0.0374,0.0334,0.0382,0.0461,Low,24.95,299.4,46,One year,Mailed check,0,6264,Manual payment method | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1716-LSAMB,3.7,0.0367,0.027,0.0583,0.0284,Low,54.65,655.8,45,Two year,Bank transfer (automatic),0,6267,Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6164-HAQTX,3.6,0.036,0.0259,0.0595,0.0261,Low,53.95,647.4,71,Two year,Bank transfer (automatic),0,6272,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8722-PRFDV,3.6,0.0363,0.0262,0.0572,0.0304,Low,77.55,930.6,71,Two year,Credit card (automatic),0,6280,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9348-ROUAI,3.6,0.0359,0.0298,0.0396,0.0458,Low,90.3,1083.6,59,Two year,Credit card (automatic),0,6281,High charge ($90/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8882-TLVRW,3.6,0.0362,0.0312,0.0592,0.0143,Low,39.1,469.2,69,Two year,Mailed check,0,6282,Manual payment method,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1722-LDZJS,3.6,0.0364,0.0319,0.048,0.0304,Low,20.2,242.4,53,One year,Credit card (automatic),0,6283,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0123-CRBRT,3.6,0.0355,0.027,0.0467,0.04,Low,88.1,1057.2,61,Two year,Mailed check,0,6284,Manual payment method | High charge ($88/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5067-WJEUN,3.6,0.0363,0.0253,0.0657,0.0195,Low,54.2,650.4,67,Two year,Bank transfer (automatic),0,6287,Paperless billing | Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8042-RNLKO,3.6,0.036,0.0352,0.0425,0.0281,Low,25.45,305.4,66,One year,Bank transfer (automatic),0,6291,Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2954-PIBKO,3.5,0.0348,0.0235,0.0611,0.0236,Low,64.15,769.8,69,Two year,Credit card (automatic),0,6311,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1459-QNFQT,3.5,0.0347,0.034,0.0368,0.0334,Low,59.5,714.0,70,Two year,Bank transfer (automatic),0,6312,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1328-EUZHC,3.5,0.0351,0.0239,0.0425,0.0522,Low,20.1,241.2,18,Two year,Mailed check,0,6313,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2122-SZZZD,3.5,0.0348,0.0303,0.0267,0.0581,Low,19.5,234.0,44,One year,Credit card (automatic),0,6324,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5148-ORICT,3.5,0.0345,0.0259,0.0554,0.0248,Low,74.35,892.2,64,Two year,Mailed check,0,6326,Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1265-ZFOSD,3.5,0.035,0.0252,0.0528,0.0325,Low,81.3,975.6,64,Two year,Mailed check,0,6327,Manual payment method | Paperless billing | High charge ($81/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9227-YBAXE,3.5,0.0352,0.0254,0.0429,0.0483,Low,82.5,990.0,65,Two year,Bank transfer (automatic),0,6328,Paperless billing | High charge ($82/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9297-EONCV,3.4,0.0345,0.0274,0.0379,0.0471,Low,91.35,1096.2,72,Two year,Bank transfer (automatic),0,6345,Paperless billing | High charge ($91/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2535-PBCGC,3.4,0.0341,0.0319,0.0357,0.037,Low,64.55,774.6,70,Two year,Bank transfer (automatic),0,6354,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4967-WPNCF,3.4,0.0342,0.0303,0.0337,0.0448,Low,63.7,764.4,72,Two year,Bank transfer (automatic),0,6360,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9602-WCXPI,3.4,0.0338,0.034,0.0271,0.0434,Low,20.15,241.8,50,One year,Credit card (automatic),0,6362,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6292-TOSSS,3.4,0.0337,0.0225,0.0566,0.0274,Low,24.9,298.8,50,Two year,Bank transfer (automatic),0,6363,Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0902-RFHOF,3.4,0.0337,0.034,0.0174,0.0572,Low,20.1,241.2,38,One year,Mailed check,0,6365,Manual payment method | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7579-KKLOE,3.3,0.0335,0.0258,0.0473,0.032,Low,91.25,1095.0,71,Two year,Mailed check,0,6373,Manual payment method | Paperless billing | High charge ($91/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9814-AOUDH,3.3,0.0327,0.0215,0.0604,0.019,Low,19.5,234.0,53,Two year,Credit card (automatic),0,6376,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8990-YOZLV,3.3,0.0328,0.0233,0.0589,0.0173,Low,66.9,802.8,69,Two year,Mailed check,0,6380,Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5774-QPLTF,3.3,0.0327,0.032,0.0333,0.0337,Low,20.35,244.2,50,One year,Mailed check,0,6381,Manual payment method | Paperless billing | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7018-FPXHH,3.3,0.033,0.0247,0.0489,0.0299,Low,59.8,717.6,56,Two year,Bank transfer (automatic),0,6382,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9286-BHDQG,3.3,0.0328,0.0261,0.057,0.0131,Low,45.25,543.0,72,Two year,Credit card (automatic),0,6392,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5176-OLSKT,3.3,0.0325,0.0249,0.0502,0.0251,Low,66.9,802.8,66,Two year,Bank transfer (automatic),0,6395,Standard risk profile,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1302-TPUBN,3.2,0.0324,0.0189,0.07,0.0098,Low,19.35,232.2,66,Two year,Bank transfer (automatic),0,6397,Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1227-UDMZR,3.2,0.0319,0.0274,0.0297,0.0462,Low,91.15,1093.8,72,Two year,Bank transfer (automatic),0,6399,Paperless billing | High charge ($91/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7306-YDSOI,3.2,0.0324,0.0249,0.0545,0.0179,Low,59.75,717.0,69,Two year,Bank transfer (automatic),0,6401,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
